01.01.01.03.1.00559;SU.00001/2004;254
01.01.01.03.1.00560;SU.00003/2004;259
01.01.01.03.1.00561;SU.00004/2004;258
01.01.01.03.1.00563;SU.00006/2004;265
01.01.01.03.1.00564;SU.00007/2004;269
01.01.01.03.1.00565;SU.00008/2004;270
01.01.01.03.1.00566;SU.00009/2004;266
01.01.01.03.1.00567;SU.00010/2004;279
01.01.01.03.1.00568;SU.00011/2004;274
01.01.01.03.1.00569;SU.00012/2004;283
01.01.01.03.1.00570;SU.00013/2004;280
01.01.01.03.1.00571;SU.00014/2004;286
01.01.01.03.1.00572;SU.00015/2004;287
01.01.01.03.1.00573;SU.00016/2004;28
01.01.01.03.1.00574;SU.00017/2004;291
01.01.01.03.1.00575;SU.00018/2004;292
01.01.01.03.1.00576;SU.00019/2004;293
01.01.01.03.1.00577;SU.00020/2004;278
01.01.01.03.1.00580;SU.00023/2004;282
01.01.01.03.1.00581;SU.00024/2004;297
01.01.01.03.1.00582;SU.00025/2004;305
01.01.01.03.1.00583;SU.00026/2004;306
01.01.01.03.1.00584;SU.00027/2004;307
01.01.01.03.1.00585;SU.00028/2004;309
01.01.01.03.1.00586;SU.00030/2004;313
01.01.01.03.1.00588;SU.00032/2004;311
01.01.01.03.1.00589;SU.00033/2004;310
01.01.01.03.1.00591;SU.00029/2004;284
01.01.01.03.1.00592;SU.00035/2004;315
01.01.01.03.1.00593;SU.00036/2004;316
01.01.01.03.1.00594;SU.00037/2004;317
01.01.01.03.1.00595;SU.00038/2004;318
01.01.01.03.1.00596;SU.00039/2004;319
01.01.01.03.1.00597;SU.00040/2004;320
01.01.01.03.1.00598;SU.00041/2004;321
01.01.01.03.1.00599;SU.00042/2004;276
01.01.01.03.1.00601;SU.00044/2004;330
01.01.01.03.1.00602;SU.00045/2004;285
01.01.01.03.1.00603;SU.00046/2004;295
01.01.01.03.1.00604;SU.00047/2004;294
01.01.01.03.1.00605;SU.00048/2004;296
01.01.01.03.1.00606;null;null
01.01.01.03.1.00607;SU.00322/2017;290
01.01.01.03.1.00609;SU.00052/2004;334
01.01.01.03.1.00610;SU.00055/2004;338
01.01.01.03.1.00611;SU.00056/2004;337
01.01.01.03.1.00612;SU.00057/2004;299
01.01.01.03.1.00613;SU.00058/2004;300
01.01.01.03.1.00614;SU.00059/2004;301
01.01.01.03.1.00615;SU.00060/2004;302
01.01.01.03.1.00616;SU.00061/2004;303
01.01.01.03.1.00617;SU.00062/2004;304
01.01.01.03.1.00618;SU.00063/2004;308
01.01.01.03.1.00620;SU.00065/2004;340
01.01.01.03.1.00621;SU.00066/2004;298
01.01.01.03.1.00623;SU.00068/2004;328
01.01.01.03.1.00627;SU.00072/2004;331
01.01.01.03.1.00629;SU.00074/2004;332
01.01.01.03.1.00632;null;null
01.01.01.03.1.00754;SU.00221/1978;2716
01.01.01.03.1.00891;null;null
01.01.01.03.1.01200;null;null
01.01.01.03.1.02001;SU.02001/2005;2001
01.01.01.03.1.02002;SU.00002/2005;2002
01.01.01.03.1.02003;SU.00003/2005;2003
01.01.01.03.1.02004;SU.00005/2005;2012
01.01.01.03.1.02005;SU.00004/2005;2013
01.01.01.03.1.02006;SU.00006/2005;2014
01.01.01.03.1.02007;SU.00007/2005;2006
01.01.01.03.1.02008;SU.00008/2005;2007
01.01.01.03.1.02009;SU.00009/2005;2008
01.01.01.03.1.02010;SU.00010/2005;2009
01.01.01.03.1.02011;SU.00011/2005;2010
01.01.01.03.1.02012;SU.00012/2005;2011
01.01.01.03.1.02013;SU.00013/2005;2015
01.01.01.03.1.02014;SU.00014/2005;2016
01.01.01.03.1.02015;SU.00015/2005;2017
01.01.01.03.1.02016;SU.00017/2005;2018
01.01.01.03.1.02017;SU.00016/2005;2019
01.01.01.03.1.02018;SU.00018/2005;2020
01.01.01.03.1.02019;SU.00019/2005;2021
01.01.01.03.1.02020;SU.00020/2005;2022
01.01.01.03.1.02021;SU.00021/2005;2004
01.01.01.03.1.02022;SU.00023/2005;2951
01.01.01.03.1.02023;SU.00022/2005;341
01.01.01.03.1.02024;SU.00024/2005;2028
01.01.01.03.1.02025;SU.00025/2005;2030
01.01.01.03.1.02026;SU.00027/2005;2024
01.01.01.03.1.02027;SU.00026/2005;2025
01.01.01.03.1.02028;SU.00028/2005;2027
01.01.01.03.1.02029;SU.00029/2005;3256
01.01.01.03.1.02030;SU.00030/2005;2026
01.01.01.03.1.02031;SU.00031/2005;2032
01.01.01.03.1.02032;SU.00001/2006;2033
01.01.01.03.1.02033;SU.00032/2005;2037
01.01.01.03.1.02034;SU.00002/2006;2048
01.01.01.03.1.02035;SU.00033/2005;2046
01.01.01.03.1.02036;SU.00034/2005;2047
01.01.01.03.1.02037;SU.00003/2006;2050
01.01.01.03.1.02038;SU.00004/2006;2036
01.01.01.03.1.02039;SU.00005/2006;2035
